# 标题

"options.meeting.noticeExtraVictims" : "提示额外的受害者"
"options.meeting.deathPenalty" : "死刑"
"options.meeting.numOfMeeting" : "会议数"

"options.consoleRestriction" : "控制台的限制"
"options.consoleRestriction.detail" : "关于生命体征，管理和摄像头的限制"
"options.consoleRestriction.unlimited" : "无限制"
"options.consoleRestriction.adminRestriction" : "管理"
"options.consoleRestriction.vitalsRestriction" : "生命体征"
"options.consoleRestriction.cameraRestriction" : "监控和日志"
"options.consoleRestriction.resetRestrictions" : "每次会议后重置限制"

"options.voiceChat" : "语音聊天设置"
"options.voiceChat.detail" : "让我们边玩边和附近的玩家说话吧！"
"options.voiceChat.useVoiceChat" : "启用语音聊天"
"options.voiceChat.wallsBlockAudio" : "墙阻挡声音"
"options.voiceChat.killersHearDead" : "内鬼能听到杀人声"
"options.voiceChat.killersHearDead.onlyImpostors" : "仅限内鬼"
"options.voiceChat.impostorsRadio" : "内鬼专线"
"options.voiceChat.jackalRadio" : "豺狼专线"
"options.voiceChat.affectedByCommsSab" : "受到通信被破坏的影响"

"options.role.count" : "职业分配"
"options.role.chance" : "分配几率"
"options.role.secondaryChance" : "第二次机会"
"options.role.count.short" : "分配"
"options.modifier.chance" : "分配几率"
"options.role.crewmateCount" : "船员分配"
"options.role.impostorCount" : "内鬼分配"
"options.role.neutralCount" : "中立分配"

"options.killCoolDown.type.immediate" : "即刻"
"options.killCoolDown.type.relative" : "相对"
"options.killCoolDown.type.ratio" : "比例"

"options.exclusiveAssignment" : "独家分配"
"options.exclusiveAssignment.detail" : "角色组的出现"
"options.exclusiveAssignment.category.0" : "类别 1"
"options.exclusiveAssignment.category.1" : "类别 2"
"options.exclusiveAssignment.category.2" : "类别 3"
"options.exclusiveAssignment.category.3" : "类别 4"
"options.exclusiveAssignment.category.4" : "类别 5"
"options.exclusiveAssignment.category.5" : "类别 6"
"options.exclusiveAssignment.category.6" : "类别 7"
"options.exclusiveAssignment.category.7" : "类别 8"
"options.exclusiveAssignment.category.8" : "类别 9"
"options.exclusiveAssignment.category.9" : "类别 10"

# 职业

"role.general.canUseVent" : "可以使用管道"
"role.general.ventOption" : "管道设置"
"role.general.ventCoolDown" : "冷却"
"role.general.ventCoolDown.short" : "冷却"
"role.general.ventDuration" : "持续时间"
"role.general.ventDuration.short" : "持续时间"
"role.general.ventUses" : "最大次数"
"role.general.ventUses.short" : "次数"
"role.general.common" : "#"

# 复杂职业

"role.guesser.numOfGuess" : "猜测次数"
"options.role.guesser.detail" : "赌怪可以通过在会议中猜测职业来射杀玩家<br>如果他猜错了，那他就会直接死。"
"role.guesser.leftGuess" : "左猜"

"role.trapper.placeCoolDown" : "放置冷却"
"role.trapper.placeDuration" : "放置持续时间"
"role.trapper.numOfCharges" : "蓄力次数"

# 普通职业

"options.role.modifierFilter" : "修改器过滤"

# Crewmate Roles

"role.crewmate.name" : "船员"
"role.crewmate.short" : "C"
"role.crewmate.blurb" : "做任务"
"options.role.crewmate.detail" : "船员没有特殊技能。"

"role.agent.name" : "特工"
"role.agent.short" : "A"
"role.agent.blurb" : "做更多的任务"
"options.role.agent.detail" : "你可以获得额外的任务来覆盖掉其他人没完成的任务。"
"options.role.agent.numOfExemptedTasks" : "豁免任务数"
"options.role.agent.numOfExtraTasks" : "额外任务数"

"role.bait.name" : "诱饵"
"role.bait.short" : "B"
"role.bait.blurb" : "引诱你的敌人"
"options.role.bait.detail" : "杀你的人会立马报告你的尸体。"
"options.role.bait.showKillFlash" : "显示击杀闪烁"
"options.role.bait.reportDelay" : "报告延迟"
"options.role.bait.reportDelayDispersion" : "报告延迟分散"
"options.role.bait.canSeeVentFlash" : "可以看到管道闪烁"

"role.busker.name" : "街头艺人"
"role.busker.short" : "B"
"role.busker.blurb" : "经久不衰的奇迹"
"options.role.busker.detail" : "街头艺人伪造了你的死亡。<br>你会在一定时间后复活，且你的身体将传送到你的鬼魂的位置。"
"options.role.busker.pseudocideCoolDown" : "伪杀冷却"
"options.role.busker.pseudocideDuration" : "伪杀持续时间"

"role.comet.name" : "彗星"
"role.comet.short" : "C"
"role.comet.blurb" : "瞬间跑过"
"options.role.comet.detail" : "你行动迅速而隐秘。<br>当你的能力被激活时，你的身影不会被任何人看到。"
"options.role.comet.blazeCoolDown" : "加速冷却"
"options.role.comet.blazeSpeed" : "加速度"
"options.role.comet.blazeDuration" : "加速持续时间"
"options.role.comet.blazeVisionRate" : "加速可见率"

"role.doctor.name" : "医生"
"role.doctor.short" : "D"
"role.doctor.blurb" : "他们就这样死了"
"options.role.doctor.detail" : "医生有便携式生命体征仪。"
"options.role.doctor.portableVitalsCharge" : "便携式生命体征仪电量"
"options.role.doctor.maxPortableVitalsCharge" : "便携式生命体征仪最大电量"
"options.role.doctor.chargesPerTasks" : "每次任务后充电" 
"role.doctor.gadgetLeft" : "%SECOND%秒"

"role.necromancer.name" : "Necromancer"
"role.necromancer.short" : "N"
"role.necromancer.blurb" : "Revive Phantoms"
"options.role.necromancer.detail" : "Necromancer can raise dead bodies from the dead!<br>They drags a corpse for a resurrection ritual."
"options.role.necromancer.reviveCoolDown" : "Revive Cool Down"
"options.role.necromancer.reviveDuration" : "Revive Duration"
"options.role.necromancer.detectedRange" : "Detected Range"
"options.role.necromancer.reviveMinRange" : "Revive Room Min Distance"
"options.role.necromancer.reviveMaxRange" : "Revive Room Max Distance"
"role.necromancer.phantomMessage" : "Please take me to %ROOM%..."

"role.niceGuesser.name" : "好赌怪"
"role.niceGuesser.short" : "G"
"role.niceGuesser.blurb" : "Guess and Shoot"
"options.role.niceGuesser.detail" : "Guesser can shoot players in the meeting by guessing the role.<br>If the guess is wrong, guesser dies instead."

"role.niceTrapper.name" : "Nice Trapper"
"role.niceTrapper.short" : "T"
"role.niceTrapper.blurb" : "Entrap and Find the Impostors"
"options.role.niceTrapper.detail" : "Nice Trapper sets traps with various effects."
"options.role.niceTrapper.costOfCommTrap" : "Cost Of Comm. Trap"

"role.madmate.name" : "Madmate"
"role.madmate.short" : "Ma"
"role.madmate.blurb" : "Assist Impostors"
"options.role.madmate.detail" : "Madmate is on the side of imposters.<br>Obstruct crewmates to help imposters win."
"options.role.madmate.canIdentifyImpostors" : "Can Identify Impostors"
"options.role.madmate.embroilVotersOnExile" : "Embroil Voters On Exile"
"options.role.madmate.canFixLight" : "Can Fix Light"
"options.role.madmate.canFixComms" : "Can Fix Comms"

"role.mayor.name" : "Mayor"
"role.mayor.short" : "M"
"role.mayor.blurb" : "Find and Vote out the Impostors"
"options.role.mayor.detail" : "Mayor can save vote on meetings.<br>Saved votes are used other meetings all at once."
"options.role.mayor.fixedVotes" : "Fixed Votes"
"options.role.mayor.minVote" : "Min Vote"
"options.role.mayor.maxVote" : "Max Vote"
"options.role.mayor.maxVotesStock" : "Max Votes Stock"
"options.role.mayor.voteAssignment" : "Vote Assignment On Meeting"

"role.phosphorus.name" : "Phosphorus"
"role.phosphorus.short" : "P"
"role.phosphorus.blurb" : "Pierce the Darkness"
"options.role.phosphorus.detail" : "Lamps that Phosphorus places give a better view of the surroundings.<br>Imposters will avoid kills around lamps. "
"options.role.phosphorus.numOfLamps" : "Num of Lamps"
"options.role.phosphorus.placeCoolDown" : "Place Cool Down"
"options.role.phosphorus.lampCoolDown" : "Lamp Cool Down"
"options.role.phosphorus.lampDuration" : "Lamp Duration"
"options.role.phosphorus.lampStrength" : "Lamp Strength"

"role.provocateur.name" : "Provocateur"
"role.provocateur.short" : "P"
"role.provocateur.blurb" : "Go To The Grave Together"
"options.role.provocateur.detail" : "On death, Provocateur embroils their murderer."
"options.role.provocateur.embroilCoolDown" : "Embroil Cool Down"
"options.role.provocateur.embroilAdditionalCoolDown" : "Embroil Additional Cool Down"
"options.role.provocateur.embroilDuration" : "Embroil Duration"

"role.seer.name" : "Seer"
"role.seer.short" : "S"
"role.seer.blurb" : "You Will See Players Die"
"options.role.seer.detail" : "Seer can see the ghosts to find out where victims died."
"options.role.seer.ghostDuration" : "Ghost Duration"
"options.role.seer.canSeeGhostsInShadow" : "Can See Ghosts In Shadow"

"role.sheriff.name" : "Sheriff"
"role.sheriff.short" : "S"
"role.sheriff.blurb" : "Shoot the Impostor"
"options.role.sheriff.detail" : "Sheriff can kill other members.<br>Attempting to kill a Crewmate will die instead."
"options.role.sheriff.canKillMadmate" : "Can Kill Madmate"
"options.role.sheriff.killCoolDown" : "Kill Cool Down"
"options.role.sheriff.numOfShots" : "Num Of Shots"
"options.role.sheriff.canKillHidingPlayer" : "Can Kill Hiding Player"

# Impostor Roles

"role.impostor.name" : "Impostor"
"role.impostor.short" : "I"
"role.impostor.blurb" : "Kill and Sabotage"
"options.role.impostor.detail" : "Impostors with no special abilities."
"options.role.impostor.canKillHidingPlayer" : "Can Kill Hiding Player"

"role.bountyHunter.name" : "Bounty Hunter"
"role.bountyHunter.short" : "B"
"role.bountyHunter.blurb" : "Get Rich Quick!"
"options.role.bountyHunter.detail" : "Bounty Hunter can gain a special cool down.<br>If they kill them but the bounty, they'll gain penalty cool down."
"options.role.bountyHunter.bountyKillCoolDown" : "Bounty Kill Cool Down"
"options.role.bountyHunter.othersKillCoolDown" : "Others Kill Cool Down"
"options.role.bountyHunter.changeBountyInterval" : "Change Bounty Interval"
"options.role.bountyHunter.showBountyArrow" : "Show Bounty Arrow"
"options.role.bountyHunter.arrowUpdateInterval" : "Arrow Update Interval"

"role.camouflager.name" : "Camouflager"
"role.camouflager.short" : "Ca"
"role.camouflager.blurb" : "Camouflage and Kill"
"options.role.camouflager.detail" : "Camouflager prevents players from identify each other."
"options.role.camouflager.camoCoolDown" : "Camo. Cool Down"
"options.role.camouflager.camoDuration" : "Camo. Duration"

"role.cleaner.name" : "Cleaner"
"role.cleaner.short" : "Cl"
"role.cleaner.blurb" : "Kill Everyone and Leave No Traces"
"options.role.cleaner.detail" : "Cleaner can obliterate corpses."
"options.role.cleaner.cleanCoolDown" : "Clean Cool Down"
"options.role.cleaner.syncKillAndCleanCoolDown" : "Sync Kill And Clean Cool Down"

"role.evilGuesser.name" : "邪恶赌怪"
"role.evilGuesser.short" : "G"
"role.evilGuesser.blurb" : "Guess and Shoot"
"options.role.evilGuesser.detail" : "Guesser can shoot players in the meeting by guessing the role.<br>If the guess is wrong, guesser dies instead."

"role.evilTrapper.name" : "Evil Trapper"
"role.evilTrapper.short" : "T"
"role.evilTrapper.blurb" : "Entrap and Kill Crewmates"
"options.role.evilTrapper.detail" : "Evil Trapper sets traps with various effects.<br>Killing by trap shares its kill cool down too."
"options.role.evilTrapper.killTrapSoundDistance" : "Kill Trap Sound Distance"
"options.role.evilTrapper.costOfKillTrap" : "Cost Of Kill Trap"

"role.illusioner.name" : "Illusioner"
"role.illusioner.short" : "Il"
"role.illusioner.blurb" : "What Wonderful True Love!"
"options.role.illusioner.detail" : "Illusioner combines the abilities of Painter and Morphing."
"options.role.illusioner.sampleCoolDown" : "Sample Cool Down"
"options.role.illusioner.morphCoolDown" : "Morph Cool Down"
"options.role.illusioner.morphDuration" : "Morph Duration"
"options.role.illusioner.paintCoolDown" : "Paint Cool Down"
"options.role.illusioner.loseSampleOnMeeting" : "Lose Sample On Meeting"
"options.role.illusioner.transformAfterMeeting" : "Transform After Meeting"
"options.role.illusioner.sampleOriginalLook" : "Sample Original Look"

"role.jailer.name" : "Jailer"
"role.jailer.short" : "J"
"role.jailer.blurb" : "Be Under the Control"
"options.role.jailer.detail" : "Jailer is an impostor who commits crimes in a planned way.<br>They has the portable admin."
"options.role.jailer.canMoveWithMapWatching" : "Can Move With Map Watching"
"options.role.jailer.canIdentifyDeadBodies" : "Can Identify Dead Bodies"
"options.role.jailer.canIdentifyImpostors" : "Can Identify Impostors"

"role.marionette.name" : "Marionette"
"role.marionette.short" : "Ma"
"role.marionette.blurb" : "There Is No Intention"
"options.role.marionette.detail" : "Marionette can place the decoy.<br>they and the decoy swap position each other."
"options.role.marionette.placeCoolDown" : "Place Cool Down"
"options.role.marionette.swapCoolDown" : "Swap Cool Down"
"options.role.marionette.decoyDuration" : "Decoy Duration"
"options.role.marionette.canSeeDecoyInShadow" : "Can See Decoy In Shadow"

"role.morphing.name" : "Morphing"
"role.morphing.short" : "Mo"
"role.morphing.blurb" : "Change Your Look to Not Get Caught"
"options.role.morphing.detail" : "Morphing samples the appearance of the player<br>and transforms into that form."
"options.role.morphing.sampleCoolDown" : "Sample Cool Down"
"options.role.morphing.morphCoolDown" : "Morph Cool Down"
"options.role.morphing.morphDuration" : "Morph Duration"
"options.role.morphing.loseSampleOnMeeting" : "Lose Sample On Meeting"

"role.painter.name" : "Painter"
"role.painter.short" : "P"
"role.painter.blurb" : "No One Knows You Anymore"
"options.role.painter.detail" : "Painter samples the appearance of the player<br>and paints the form onto players."
"options.role.painter.sampleCoolDown" : "Sample Cool Down"
"options.role.painter.paintCoolDown" : "Paint Cool Down"
"options.role.painter.loseSampleOnMeeting" : "Lose Sample On Meeting"
"options.role.painter.transformAfterMeeting" : "Transform After Meeting"

"role.raider.name" : "Raider"
"role.raider.short" : "Ra"
"role.raider.blurb" : "Let's Rampage"
"options.role.raider.detail" : "Raider throws axes to kill players.<br>Thrown axe remains and serves as evidence."
"options.role.raider.throwCoolDown" : "Throw Cool Down"
"options.role.raider.axeSize" : "Axe Size"
"options.role.raider.axeSpeed" : "Axe Speed"
"options.role.raider.canKillImpostor" : "Can Kill Impostor"

"role.reaper.name" : "Reaper"
"role.reaper.short" : "Re"
"role.reaper.blurb" : "Kill and Deceive the Crewmates"
"options.role.reaper.detail" : "Reaper can drag dead bodies."

"role.sniper.name" : "Sniper"
"role.sniper.short" : "Sn"
"role.sniper.blurb" : "Shoot Up!"
"options.role.sniper.detail" : "Sniper has a rifle to snipe players.<br>When sniper shoots, players nearby they see a notification."
"options.role.sniper.snipeCoolDown" : "Snipe Cool Down"
"options.role.sniper.shotSize" : "Shot Size"
"options.role.sniper.shotEffectiveRange" : "Shot Effective Range"
"options.role.sniper.shotNoticeRange" : "Snipe Notice Range"
"options.role.sniper.storeRifleOnFire" : "Store Rifle On Fire"
"options.role.sniper.canSeeRifleInShadow" : "Can See Rifle In Shadow"
"options.role.sniper.canKillHidingPlayer" : "Can Kill Hiding Player"

"role.stirrer.name" : "Stirrer"
"role.stirrer.short" : "St"
"role.stirrer.blurb" : "Hallucination Kills You"
"options.role.stirrer.detail" : "stirrer can inflict fake sabotage on players.<br>Fake emergency sabotage kills unresolved players."
"options.role.stirrer.stirCoolDown" : "Stir Cool Down"
"options.role.stirrer.sabotageCharge" : "Sabotage Charge"
"options.role.stirrer.sabotageMaxCharge" : "Sabotage Max Charge"
"options.role.stirrer.sabotageCoolDown" : "Sabotage Cool Down"
"options.role.stirrer.sabotageInterval" : "Sabotage Interval"

# Neutral Roles

"role.arsonist.name" : "Arsonist"
"role.arsonist.short" : "A"
"role.arsonist.blurb" : "Let Them Burn"
"options.role.arsonist.detail" : "Arsonist douses all of the alive to burn."
"options.role.arsonist.douseCoolDown" : "Douse Cool Down"
"options.role.arsonist.douseDuration" : "Douse Duration"

"role.chainShifter.name" : "Chain Shifter"
"role.chainShifter.short" : "C"
"role.chainShifter.blurb" : "Suffer The Calamity"
"options.role.chainShifter.detail" : "Chain Shifter has no way to win."
"options.role.chainShifter.shiftCoolDown" : "Shift Cool Down"

"role.jackal.name" : "Jackal"
"role.jackal.short" : "J"
"role.jackal.blurb" : "Kill Everyone"
"options.role.jackal.detail" : "Jackal annihilates players to win.<br>Exile of the Jackal is a common goal for Impostors and Crewmates."
"options.role.jackal.killCoolDown" : "Kill Cool Down"
"options.role.jackal.canCreateSidekick" : "Can Create Sidekick"
"options.role.jackal.numOfKillingToCreateSidekick" : "Num of Killing to Create Sidekick"

"role.sidekick.name" : "Sidekick"
"role.sidekick.short" : "S"
"options.role.jackal.sidekick.detail" : "Sidekick assists Jackal.<br>Sidekick is promoted to Jackal upon Jackal's death."
"options.role.jackal.sidekick.canKill" : "Can Kill"
"options.role.jackal.sidekick.killCoolDown" : "Kill Cool Down"
"options.role.jackal.sidekick.isModifier" : "Is Modifier"
"options.role.jackal.sidekick.canCreateSidekickChainly" : "Can Create Sidekick Chainly"

"role.jester.name" : "Jester"
"role.jester.short" : "J"
"role.jester.blurb" : "Get Voted Out"
"options.role.jester.detail" : "Jester schemes to be exiled to win.<br>Crewmates must not vote for the Jester!"
"options.role.jester.canDragDeadBody" : "Can Drag Dead Body"
"options.role.jester.canFixComm" : "Can Fix Comms"
"options.role.jester.canFixLight" : "Can Fix Light"

"role.paparazzo.name" : "Paparazzo"
"role.paparazzo.short" : "P"
"role.paparazzo.blurb" : "Take a Best Shot!"
"role.paparazzo.taskText" : "Take a Photo and Disclose (%DETAIL%)"
"role.paparazzo.taskTextSubject" : "Subjects: %CS%/%GS%"
"role.paparazzo.taskTextDisclosed" : "Disclosed: %CD%/%GD%"
"options.role.paparazzo.detail" : "Paparazzo takes a photo and disclose it at a meeting."
"options.role.paparazzo.shotCoolDown" : "Shot Cool Down"
"options.role.paparazzo.requiredSubjects" : "Required Subjects"
"options.role.paparazzo.requiredDisclosed" : "Required Disclosed"

"role.vulture.name" : "Vulture"
"role.vulture.short" : "V"
"role.vulture.blurb" : "Eat Corpses to Win"
"options.role.vulture.detail" : "Vulture eats dead bodies to win.<br>Crewmates must report before the corpse is eaten."
"options.role.vulture.eatCoolDown" : "Eat Cool Down"
"options.role.vulture.numOfTheEatenToWin" : "Num of the Eaten to Win"

# Modifiers

"role.metaRole.ui.roles" : "Roles"

"role.guesser.name" : "赌怪"
"role.guesser.blurb" : "and You Can Guess Anyone"

"role.metaRole.name" : "Free Play Modifier"

"role.bloody.name" : "Bloody"
"options.role.bloody.detail" : "When Bloody is murdered, the killer lefts bloody footprints for a while."
"options.role.bloody.curseDuration" : "Curse Duration"

"role.tieBreaker.name" : "Tie Breaker"
"options.role.tieBreaker.detail" : "When the vote results in a tie, Tie Breaker cast an additional vote."

"role.lover.name" : "Lover"
"options.role.lover.detail" : "While the number of ways to win increases, so does the risk of death."
"role.lover.blurb" : "You're in <color=#fc04bdff>Love</color> with %NAME%"
"options.role.lover.numOfPairs" : "Num Of Pairs"
"options.role.lover.chanceOfAssigningImpostors" : "Chance Of Assigning Impostors"
"options.role.lover.allowExtraWin" : "Allow Extra Win" 

# Teams

"teams.crewmate" : "Crewmate"
"teams.impostor" : "Impostor"
"teams.arsonist" : "Arsonist"
"teams.chainShifter" : "Chain Shifter"
"teams.jackal" : "Jackal"
"teams.jester" : "Jester"
"teams.paparazzo" : "Paparazzo"
"teams.vulture" : "Vulture"

# Location

"location.skeld.admin" : "Admin"
"location.skeld.cafeteria" : "Cafeteria"
"location.skeld.comms" : "Comms."
"location.skeld.electrical" : "Electrical"
"location.skeld.lifeSupp" : "O2"
"location.skeld.lifeSupport" : "O2"
"location.skeld.lowerEngine" : "Lower Engine"
"location.skeld.medBay" : "Med Bay"
"location.skeld.nav" : "Navigation"
"location.skeld.navigation" : "Navigation"
"location.skeld.reactor" : "Reactor"
"location.skeld.security" : "Security"
"location.skeld.shields" : "Shields"
"location.skeld.storage" : "Storage"
"location.skeld.upperEngine" : "Upper Engine"
"location.skeld.weapons" : "Weapons"
"location.mira.admin" : "Admin"
"location.mira.balcony" : "Balcony"
"location.mira.cafeteria" : "Cafeteria"
"location.mira.comms" : "Comms."
"location.mira.decontamination" : "Decontamination"
"location.mira.greenhouse" : "Greenhouse"
"location.mira.laboratory" : "Laboratory"
"location.mira.lockerRoom" : "Locker Room"
"location.mira.medBay" : "Med Bay"
"location.mira.office" : "Office"
"location.mira.reactor" : "Reactor"
"location.mira.rendezvous" : "Rendezvous"
"location.mira.storage" : "Storage"
"location.polus.abditory" : "Abditory"
"location.polus.admin" : "Admin"
"location.polus.comms" : "Comms."
"location.polus.boilerRoom" : "Boiler Room"
"location.polus.decontamination" : "Decontamination"
"location.polus.decontamination2" : "Decontamination"
"location.polus.decontamination3" : "Decontamination"
"location.polus.drill" : "Drill"
"location.polus.dropship" : "Dropship"
"location.polus.ejection" : "Ejection"
"location.polus.electrical" : "Electrical"
"location.polus.laboratory" : "Laboratory"
"location.polus.lifeSupp" : "O2"
"location.polus.lifeSupport" : "O2"
"location.polus.office" : "Office"
"location.polus.security" : "Security"
"location.polus.snowdrift" : "Snowdrift"
"location.polus.specimens" : "Specimens"
"location.polus.storage" : "Storage"
"location.polus.weapons" : "Weapons"
"location.airship.brig" : "Brig"
"location.airship.engine" : "Engine Room"
"location.airship.hallway" : "Main Hall"
"location.airship.kitchen" : "Kitchen"
"location.airship.record" : "Records"
"location.airship.storage" : "Cargo Bay"
"location.airship.armory" : "Armory"
"location.airship.cockpit" : "Cockpit"
"location.airship.comms" : "Comms."
"location.airship.electrical" : "Electrical"
"location.airship.gapRoom" : "Gap Room"
"location.airship.lounge" : "Lounge"
"location.airship.medical" : "Medical"
"location.airship.meetingRoom" : "Meeting Room"
"location.airship.security" : "Security"
"location.airship.shower" : "Shower"
"location.airship.toilet" : "Toilet"
"location.airship.vault" : "Vault"
"location.airship.viewingDeck" : "Viewing Deck"
"location.fungle.beach" : "Beach"
"location.fungle.cafeteria" : "Cafeteria"
"location.fungle.campfire" : "Campfire"
"location.fungle.comms" : "Comms."
"location.fungle.dropship" : "Dropship"
"location.fungle.fishingDock" : "Dock"
"location.fungle.greenhouse" : "Greenhouse"
"location.fungle.highlands" : "Highlands"
"location.fungle.jungle" : "Jungle"
"location.fungle.kitchen" : "Kitchen"
"location.fungle.laboratory" : "Laboratory"
"location.fungle.lookout" : "Lookout"
"location.fungle.meetingRoom" : "Meeting Room"
"location.fungle.miningPit" : "Mining Pit"
"location.fungle.reactor" : "Reactor"
"location.fungle.recRoom" : "Splash Zone"
"location.fungle.splashZone" : "Splash Zone"
"location.fungle.storage" : "Storage"
"location.fungle.sleepingQuarters" : "The Dorm"
"location.fungle.upperEngine" : "Upper Engine"

# Button

"button.label.agent" : "agent"
"button.label.blaze" : "blaze"
"button.label.camo" : "camo"
"button.label.clean" : "clean"
"button.label.destroy" : "destroy"
"button.label.douse" : "douse"
"button.label.drag" : "drag"
"button.label.eat" : "eat"
"button.label.embroil" : "embroil"
"button.label.equip" : "equip"
"button.label.fakeSabotage" : "fake sabo"
"button.label.ignite" : "ignite"
"button.label.kill" : "kill"
"button.label.lantern" : "lantern"
"button.label.monitor" : "monitor"
"button.label.morph" : "morph"
"button.label.operate" : "operate"
"button.label.paint" : "paint"
"button.label.place" : "place"
"button.label.pseudocide" : "pseudocide"
"button.label.rejoin" : "rejoin"
"button.label.release" : "release"
"button.label.revive" : "revive"
